feedback_id,user_id,restaurant_id,feedback_text,submitted_on,feedback_type,priority_level,admin_response,response_date,is_resolved
FDBK13464,11891,P.F._53203,"Great service, but room for improvement.",2022-01-24,Praise,Low,Thank you for your feedback.,2024-05-05,False
FDBK13465,10189,Panera_66878,Loved the ambiance and the staff were friendly.,2024-06-08,Inquiry,Medium,"Resolved, thank you for reaching out.",2024-06-08,False
FDBK13466,9649,Olive_55171,"Great service, but room for improvement.",2024-07-21,Suggestion,High,We are looking into this issue.,2024-07-21,True
FDBK13467,5470,Olive_92181,"The service was too slow, please improve.",2021-02-07,Praise,High,,2023-10-28,True
FDBK13468,4804,Texas_83927,Loved the ambiance and the staff were friendly.,2024-10-10,Inquiry,Medium,Thank you for your feedback.,2024-10-10,False
FDBK13469,7414,The_98670,"The service was too slow, please improve.",2022-06-02,Complaint,Medium,,2022-06-02,True
FDBK13470,8234,Olive_64871,"Exceptional experience, highly recommend!",2023-11-02,Suggestion,High,"Resolved, thank you for reaching out.",2023-11-02,False
FDBK13471,9040,Texas_77287,"The service was too slow, please improve.",2023-08-16,Suggestion,Medium,,2023-08-16,True
FDBK13472,4340,Olive_28761,Food quality was not as expected.,2020-09-16,Complaint,Medium,Thank you for your feedback.,2021-10-08,True
FDBK13473,7621,Chili's_48109,Loved the ambiance and the staff were friendly.,2024-03-16,Other,High,We are looking into this issue.,2024-03-16,False
FDBK13474,9998,Red_1726,Food quality was not as expected.,2020-10-20,Suggestion,High,We are looking into this issue.,2020-10-20,True
FDBK13475,9465,Chili's_15129,"The service was too slow, please improve.",2023-12-30,Other,Low,"Resolved, thank you for reaching out.",2023-12-30,True
FDBK13476,11093,Red_43756,"Great service, but room for improvement.",2024-12-11,Complaint,Low,"Resolved, thank you for reaching out.",2024-12-11,True
FDBK13477,2144,Texas_10007,Food quality was not as expected.,2020-04-16,Inquiry,Medium,Thank you for your feedback.,2022-07-25,True
FDBK13478,8625,Panera_75468,"Exceptional experience, highly recommend!",2024-03-09,Praise,Low,,2024-03-09,False
FDBK13479,8083,Red_44796,"The service was too slow, please improve.",2022-02-11,Inquiry,Medium,Thank you for your feedback.,2022-02-11,True
FDBK13480,5808,The_62720,"Great service, but room for improvement.",2023-11-26,Praise,High,,2023-11-26,True
FDBK13481,11924,The_86460,"The service was too slow, please improve.",2022-08-09,Other,Medium,Thank you for your feedback.,2024-01-11,True
FDBK13482,10774,Chili's_47869,Food quality was not as expected.,2020-04-08,Other,High,We are looking into this issue.,2023-09-17,True
FDBK13483,8177,P.F._55753,Loved the ambiance and the staff were friendly.,2020-11-06,Other,High,Thank you for your feedback.,2021-02-24,True
FDBK13484,3939,P.F._51683,"Exceptional experience, highly recommend!",2024-12-31,Other,Low,"Resolved, thank you for reaching out.",2024-12-31,True
FDBK13485,4592,Buffalo_60714,"Great service, but room for improvement.",2022-10-29,Inquiry,Medium,We are looking into this issue.,2022-10-29,True
FDBK13486,6210,Buffalo_34074,"The service was too slow, please improve.",2020-06-21,Other,High,Thank you for your feedback.,2023-05-20,True
FDBK13487,6537,Panera_7288,"Great service, but room for improvement.",2024-10-03,Other,High,We are looking into this issue.,2024-10-03,True
FDBK13488,2990,Panera_52648,"Exceptional experience, highly recommend!",2024-12-21,Complaint,Low,,2024-12-21,True
FDBK13489,2615,Red_38076,Food quality was not as expected.,2020-06-25,Suggestion,Medium,Thank you for your feedback.,2024-03-18,True
FDBK13490,3072,Panera_22588,Food quality was not as expected.,2020-09-24,Praise,Low,Thank you for your feedback.,2022-07-09,True
FDBK13491,10235,Buffalo_58134,Food quality was not as expected.,2020-06-14,Complaint,Low,We are looking into this issue.,2023-01-05,False
FDBK13492,11134,Olive_38021,"Great service, but room for improvement.",2022-08-05,Suggestion,Medium,Thank you for your feedback.,2022-08-05,True
FDBK13493,11540,Red_62946,"Great service, but room for improvement.",2024-01-02,Inquiry,Medium,"Resolved, thank you for reaching out.",2024-10-03,True
FDBK13494,3546,Olive_43931,"Great service, but room for improvement.",2022-08-25,Suggestion,High,Thank you for your feedback.,2022-08-25,False
FDBK13495,2473,Texas_31467,"Great service, but room for improvement.",2023-06-22,Inquiry,High,We are looking into this issue.,2023-06-22,False
FDBK13496,6756,The_84710,Loved the ambiance and the staff were friendly.,2022-09-27,Complaint,Medium,We are looking into this issue.,2024-04-30,False
FDBK13497,5233,Red_35016,"The service was too slow, please improve.",2024-12-21,Inquiry,High,"Resolved, thank you for reaching out.",2024-12-21,False
FDBK13498,3885,Chipotle_74592,"Great service, but room for improvement.",2020-06-29,Praise,Medium,We are looking into this issue.,2023-08-04,True
FDBK13499,6831,Chili's_72349,"Great service, but room for improvement.",2021-06-21,Complaint,Medium,Thank you for your feedback.,2021-06-21,False
FDBK13500,3559,Buffalo_3274,"The service was too slow, please improve.",2020-03-16,Inquiry,Low,We are looking into this issue.,2021-11-06,False
FDBK13501,6395,The_98780,Food quality was not as expected.,2023-03-07,Inquiry,High,"Resolved, thank you for reaching out.",2023-03-07,False
FDBK13502,11637,Panera_58318,Food quality was not as expected.,2024-07-03,Other,Medium,Thank you for your feedback.,2024-07-03,True
FDBK13503,2412,Red_31766,Loved the ambiance and the staff were friendly.,2024-11-13,Suggestion,Low,We are looking into this issue.,2024-11-13,False
FDBK13504,8136,Red_89096,Loved the ambiance and the staff were friendly.,2023-11-26,Suggestion,Low,"Resolved, thank you for reaching out.",2023-11-26,True
FDBK13505,10910,The_15650,Loved the ambiance and the staff were friendly.,2020-05-25,Other,High,We are looking into this issue.,2023-06-30,True
FDBK13506,3998,Chipotle_31552,Loved the ambiance and the staff were friendly.,2022-12-22,Suggestion,Medium,We are looking into this issue.,2022-12-22,False
FDBK13507,2924,Outback_69615,Food quality was not as expected.,2021-09-25,Suggestion,High,"Resolved, thank you for reaching out.",2021-09-25,True
FDBK13508,2729,The_96200,"The service was too slow, please improve.",2021-02-02,Suggestion,High,,2024-06-29,False
FDBK13509,7139,Red_92836,"Exceptional experience, highly recommend!",2023-04-11,Complaint,Medium,,2023-07-26,False
FDBK13510,11280,Panera_63548,"Exceptional experience, highly recommend!",2023-10-29,Suggestion,Medium,Thank you for your feedback.,2023-10-29,True
FDBK13511,4150,Olive_57521,"Great service, but room for improvement.",2020-02-10,Complaint,Low,,2020-02-10,True
FDBK13512,3715,Buffalo_91874,Food quality was not as expected.,2023-06-21,Inquiry,Low,Thank you for your feedback.,2024-08-24,True
FDBK13513,6263,Olive_72021,"The service was too slow, please improve.",2022-02-14,Suggestion,Medium,We are looking into this issue.,2024-03-04,True
FDBK13514,8096,The_70360,"Exceptional experience, highly recommend!",2023-08-16,Other,Low,,2023-08-16,True
FDBK13515,7713,Outback_30215,Loved the ambiance and the staff were friendly.,2022-05-25,Other,High,Thank you for your feedback.,2022-07-26,False
FDBK13516,10590,Chipotle_29542,"Great service, but room for improvement.",2020-12-27,Praise,Low,,2021-11-18,True
FDBK13517,6859,Olive_22131,"Great service, but room for improvement.",2022-11-18,Other,Low,"Resolved, thank you for reaching out.",2024-07-10,False
FDBK13518,9483,Panera_56228,"The service was too slow, please improve.",2021-11-23,Complaint,Low,We are looking into this issue.,2021-11-23,False
FDBK13519,9501,Red_32556,"Exceptional experience, highly recommend!",2022-11-03,Other,High,"Resolved, thank you for reaching out.",2023-03-07,True
FDBK13520,10932,Chili's_9509,Food quality was not as expected.,2022-07-13,Other,Medium,We are looking into this issue.,2022-07-13,False
FDBK13521,11761,P.F._54463,Loved the ambiance and the staff were friendly.,2020-01-08,Inquiry,High,"Resolved, thank you for reaching out.",2022-08-25,False
FDBK13522,8740,Buffalo_77534,Food quality was not as expected.,2023-08-20,Other,Low,Thank you for your feedback.,2023-08-20,True
FDBK13523,10531,Olive_2321,"Great service, but room for improvement.",2021-09-14,Praise,Medium,,2024-01-12,False
FDBK13524,8856,Olive_71761,"Exceptional experience, highly recommend!",2024-03-08,Praise,Medium,,2024-03-08,False
FDBK13525,4556,Olive_46921,"Great service, but room for improvement.",2021-11-07,Suggestion,Low,"Resolved, thank you for reaching out.",2023-06-29,False
FDBK13526,2801,The_77330,Loved the ambiance and the staff were friendly.,2021-06-30,Inquiry,Medium,We are looking into this issue.,2022-04-17,True
FDBK13527,11428,Panera_86368,Food quality was not as expected.,2024-09-19,Complaint,Medium,,2024-09-19,True
FDBK13528,11983,Red_48636,"Great service, but room for improvement.",2020-07-09,Suggestion,Medium,We are looking into this issue.,2022-08-30,True
FDBK13529,11547,Outback_82575,"Great service, but room for improvement.",2024-11-12,Praise,Medium,We are looking into this issue.,2024-11-12,False
FDBK13530,11468,Buffalo_35664,Loved the ambiance and the staff were friendly.,2022-12-30,Suggestion,Medium,We are looking into this issue.,2024-01-14,False
FDBK13531,3673,Texas_94847,Loved the ambiance and the staff were friendly.,2023-04-19,Praise,Low,"Resolved, thank you for reaching out.",2023-04-19,True
FDBK13532,7608,Red_93766,Loved the ambiance and the staff were friendly.,2022-12-29,Suggestion,Low,"Resolved, thank you for reaching out.",2022-12-29,False
FDBK13533,7587,P.F._68303,Food quality was not as expected.,2024-01-11,Praise,Low,"Resolved, thank you for reaching out.",2024-01-11,False
FDBK13534,5419,P.F._85953,"The service was too slow, please improve.",2023-03-02,Other,High,,2023-03-02,False
FDBK13535,7969,Texas_79017,Food quality was not as expected.,2023-02-15,Praise,Low,"Resolved, thank you for reaching out.",2024-07-17,True
FDBK13536,4425,The_6710,"Exceptional experience, highly recommend!",2024-12-01,Inquiry,High,We are looking into this issue.,2024-12-01,True
FDBK13537,7637,Red_61006,"Exceptional experience, highly recommend!",2024-11-04,Praise,High,"Resolved, thank you for reaching out.",2024-11-04,False
FDBK13538,6727,Chili's_9109,Loved the ambiance and the staff were friendly.,2022-08-04,Other,Medium,Thank you for your feedback.,2024-09-22,True
FDBK13539,10474,The_47950,"The service was too slow, please improve.",2022-08-21,Complaint,Low,,2024-08-05,False
FDBK13540,3764,The_6930,"Great service, but room for improvement.",2021-09-14,Suggestion,Low,"Resolved, thank you for reaching out.",2022-03-02,True
FDBK13541,8937,Buffalo_99404,"The service was too slow, please improve.",2021-05-26,Other,Low,Thank you for your feedback.,2021-12-03,True
FDBK13542,8328,Olive_23311,"Exceptional experience, highly recommend!",2022-08-06,Suggestion,High,"Resolved, thank you for reaching out.",2023-05-03,False
FDBK13543,8800,The_97900,"Exceptional experience, highly recommend!",2020-07-29,Complaint,High,,2021-02-08,False
FDBK13544,3031,Chili's_98279,"Great service, but room for improvement.",2022-11-06,Praise,High,"Resolved, thank you for reaching out.",2022-11-06,False
FDBK13545,3805,Red_20506,Food quality was not as expected.,2020-02-08,Inquiry,Medium,We are looking into this issue.,2022-01-01,False
FDBK13546,8081,Chili's_13559,"Great service, but room for improvement.",2021-09-03,Inquiry,High,We are looking into this issue.,2021-09-03,False
FDBK13547,4957,Panera_85408,"Great service, but room for improvement.",2023-12-12,Other,Low,,2023-12-12,True
FDBK13548,7086,Chipotle_7882,Food quality was not as expected.,2022-02-20,Praise,Medium,,2024-11-04,False
FDBK13549,4421,P.F._55923,"Exceptional experience, highly recommend!",2023-03-04,Complaint,High,Thank you for your feedback.,2024-07-16,False
FDBK13550,8529,Panera_20838,"Exceptional experience, highly recommend!",2022-09-08,Suggestion,Medium,We are looking into this issue.,2022-09-08,False
FDBK13551,4349,The_70750,Food quality was not as expected.,2023-06-23,Inquiry,Medium,Thank you for your feedback.,2024-09-03,False
FDBK13552,2102,Outback_36895,"The service was too slow, please improve.",2021-07-09,Suggestion,Low,We are looking into this issue.,2022-11-22,True
FDBK13553,9356,Chili's_63799,"The service was too slow, please improve.",2021-08-30,Other,Medium,,2021-08-30,True
FDBK13554,10391,Panera_40458,Food quality was not as expected.,2020-09-05,Other,High,We are looking into this issue.,2024-10-11,True
FDBK13555,7684,Texas_11017,"Exceptional experience, highly recommend!",2021-11-16,Complaint,Low,Thank you for your feedback.,2024-08-08,False
FDBK13556,2454,Panera_81168,Loved the ambiance and the staff were friendly.,2022-06-29,Other,Low,Thank you for your feedback.,2022-06-29,True
FDBK13557,6425,Red_40216,Loved the ambiance and the staff were friendly.,2024-05-25,Suggestion,Low,We are looking into this issue.,2024-05-25,False
FDBK13558,3308,Chipotle_17202,"The service was too slow, please improve.",2024-08-08,Inquiry,High,,2024-12-04,False
FDBK13559,3895,Chipotle_60132,"The service was too slow, please improve.",2021-01-22,Praise,High,Thank you for your feedback.,2024-12-09,False
FDBK13560,8791,Olive_56351,"Great service, but room for improvement.",2024-07-07,Inquiry,Low,We are looking into this issue.,2024-07-07,False
FDBK13561,8118,Outback_87805,"Exceptional experience, highly recommend!",2020-09-02,Praise,High,Thank you for your feedback.,2023-05-10,False
FDBK13562,3807,Buffalo_97284,"The service was too slow, please improve.",2024-01-07,Complaint,High,Thank you for your feedback.,2024-03-07,True
FDBK13563,5873,Texas_98777,Loved the ambiance and the staff were friendly.,2023-03-20,Suggestion,Low,Thank you for your feedback.,2023-03-20,True
FDBK13564,11288,P.F._90783,"Great service, but room for improvement.",2022-05-28,Praise,Medium,Thank you for your feedback.,2024-09-24,False
FDBK13565,4421,Outback_41325,Food quality was not as expected.,2021-10-01,Inquiry,Medium,Thank you for your feedback.,2021-10-01,False
FDBK13566,9002,Outback_25055,"The service was too slow, please improve.",2024-03-23,Inquiry,Medium,,2024-03-23,False
FDBK13567,3184,Panera_73438,Loved the ambiance and the staff were friendly.,2022-11-23,Other,Medium,We are looking into this issue.,2022-11-23,True
FDBK13568,11226,Outback_60275,"Exceptional experience, highly recommend!",2022-04-01,Praise,Medium,,2022-04-01,False
FDBK13569,3465,P.F._23423,"Exceptional experience, highly recommend!",2022-03-05,Inquiry,High,,2022-03-05,True
FDBK13570,3382,Chili's_10839,"Great service, but room for improvement.",2023-02-12,Inquiry,Low,We are looking into this issue.,2023-02-12,True
FDBK13571,11704,Chili's_61469,Food quality was not as expected.,2022-07-19,Inquiry,Low,Thank you for your feedback.,2023-07-27,True
FDBK13572,7006,Buffalo_9404,"Great service, but room for improvement.",2024-11-09,Suggestion,High,"Resolved, thank you for reaching out.",2024-11-09,False
FDBK13573,7332,The_2500,Loved the ambiance and the staff were friendly.,2020-06-20,Other,Medium,Thank you for your feedback.,2020-11-07,True
FDBK13574,3571,Red_52226,"Exceptional experience, highly recommend!",2023-05-24,Other,High,,2023-05-24,True
FDBK13575,7874,Outback_1105,"Exceptional experience, highly recommend!",2024-08-12,Inquiry,High,"Resolved, thank you for reaching out.",2024-08-12,True
FDBK13576,4297,Olive_82421,"Great service, but room for improvement.",2021-01-20,Praise,Medium,We are looking into this issue.,2022-08-17,False
